aid	name	price	price_monthly	contract_duration	link	shop_cat	brand	ean	image	dlv_time	dlv_cost	desc	old_price	size	color	features	promo_text
1906_2333	"Apple iPhone 6s mit Vodafone Smart XL"	1	49.99	"MVLZ 24 Monate"	http://t23.intelliad.de/index.php?redirect=http%3A%2F%2Fpreis24.de%2Fapple-iphone-6s-mit-allnet-flatrate%2F%3Ftdid%3D10494&tr=CON_RON_BIL_HV_apple-iphone-6s_x_x_Shopping_x&utm_source=RON&utm_medium=CON&utm_campaign=CON_RON_BIL_HV_apple-iphone-6s_x_x_Shopping_x&utm_content=apple-iphone-6s&cl=2323131323236323131303&bm=100&bmcl=4343935313236323131303&cp_name=RON&ag_name=HV_apple-iphone-6s_x_BIL_x&bk=Shopping_x	"Elektronik > Kommunikationsgeräte > Telefone > Mobiltelefone"	Vodafone	0888462062657	http://preis24.de/images/static/image_front/2333/iphone6s_silv_01.jpg	"lieferbar in 3 Tagen"	0	"Das Apple iPhone 6s in silber hat ein 4.7 Zoll Display und sein Akku bietet 14 Stunden Gesprächszeit. Der interne Speicher ist mit 16 GB ausgestattet. Das Apple iPhone 6s mit Vodafone-Vertrag Vodafone Smart XL kostet 49,99€ monatlich und hat eine 1,00€ Zuzahlung für das Handy. Der Vodafone-Tarif Vodafone Smart XL-Tarif bietet eine Flat in alle deutschen Handynetze, eine Festnetz-Flat, unbegrenztes Internetvolumen und eine SMS-Flat. Die mobile Surfgeschwindigkeit beträgt 21,60 Mbit/s bis zum Erreichen der Drosselungsgrenze von 2.000,00 MB, anschließend GPRS-Geschwindigkeit."	52.49	"4.7 Zoll"	silber	"16GB, silber, LTE, SIM- und Netlock-frei, 4.7 Zoll, MVLZ 24 Monate"	
1906_2339	"Apple iPhone 6s mit Vodafone Smart XL"	99	49.99	"MVLZ 24 Monate"	http://t23.intelliad.de/index.php?redirect=http%3A%2F%2Fpreis24.de%2Fapple-iphone-6s-mit-allnet-flatrate%2F%3Ftdid%3D10534&tr=CON_RON_BIL_HV_apple-iphone-6s_x_x_Shopping_x&utm_source=RON&utm_medium=CON&utm_campaign=CON_RON_BIL_HV_apple-iphone-6s_x_x_Shopping_x&utm_content=apple-iphone-6s&cl=2323131323236323131303&bm=100&bmcl=4343935313236323131303&cp_name=RON&ag_name=HV_apple-iphone-6s_x_BIL_x&bk=Shopping_x	"Elektronik > Kommunikationsgeräte > Telefone > Mobiltelefone"	Vodafone	0888462064682	http://preis24.de/images/static/image_front/2339/iphone6s_gd_01.jpg	"lieferbar in 3 Tagen"	0	"Das Apple iPhone 6s in gold hat ein 4.7 Zoll Display und sein Akku bietet 14 Stunden Gesprächszeit. Der interne Speicher ist mit 64 GB ausgestattet. Das Apple iPhone 6s mit Vodafone-Vertrag Vodafone Smart XL kostet 49,99€ monatlich und hat eine 99,00€ Zuzahlung für das Handy. Der Vodafone-Tarif Vodafone Smart XL-Tarif bietet eine Flat in alle deutschen Handynetze, eine Festnetz-Flat, unbegrenztes Internetvolumen und eine SMS-Flat. Die mobile Surfgeschwindigkeit beträgt 21,60 Mbit/s bis zum Erreichen der Drosselungsgrenze von 2.000,00 MB, anschließend GPRS-Geschwindigkeit."	0	"4.7 Zoll"	gold	"64GB, gold, LTE, SIM- und Netlock-frei, 4.7 Zoll, MVLZ 24 Monate"	
1906_2340	"Apple iPhone 6s mit Vodafone Smart XL"	99	49.99	"MVLZ 24 Monate"	http://t23.intelliad.de/index.php?redirect=http%3A%2F%2Fpreis24.de%2Fapple-iphone-6s-mit-allnet-flatrate%2F%3Ftdid%3D10537&tr=CON_RON_BIL_HV_apple-iphone-6s_x_x_Shopping_x&utm_source=RON&utm_medium=CON&utm_campaign=CON_RON_BIL_HV_apple-iphone-6s_x_x_Shopping_x&utm_content=apple-iphone-6s&cl=2323131323236323131303&bm=100&bmcl=4343935313236323131303&cp_name=RON&ag_name=HV_apple-iphone-6s_x_BIL_x&bk=Shopping_x	"Elektronik > Kommunikationsgeräte > Telefone > Mobiltelefone"	Vodafone	0888462064682	http://preis24.de/images/static/image_front/2340/iphone6s_rose_01.jpg	"lieferbar in 3 Tagen"	0	"Das Apple iPhone 6s in roségold hat ein 4.7 Zoll Display und sein Akku bietet 14 Stunden Gesprächszeit. Der interne Speicher ist mit 64 GB ausgestattet. Das Apple iPhone 6s mit Vodafone-Vertrag Vodafone Smart XL kostet 49,99€ monatlich und hat eine 99,00€ Zuzahlung für das Handy. Der Vodafone-Tarif Vodafone Smart XL-Tarif bietet eine Flat in alle deutschen Handynetze, eine Festnetz-Flat, unbegrenztes Internetvolumen und eine SMS-Flat. Die mobile Surfgeschwindigkeit beträgt 21,60 Mbit/s bis zum Erreichen der Drosselungsgrenze von 2.000,00 MB, anschließend GPRS-Geschwindigkeit."	0	"4.7 Zoll"	roségold	"64GB, roségold, LTE, SIM- und Netlock-frei, 4.7 Zoll, MVLZ 24 Monate"	
1906_2337	"Apple iPhone 6s mit Vodafone Smart XL"	99	49.99	"MVLZ 24 Monate"	http://t23.intelliad.de/index.php?redirect=http%3A%2F%2Fpreis24.de%2Fapple-iphone-6s-mit-allnet-flatrate%2F%3Ftdid%3D10535&tr=CON_RON_BIL_HV_apple-iphone-6s_x_x_Shopping_x&utm_source=RON&utm_medium=CON&utm_campaign=CON_RON_BIL_HV_apple-iphone-6s_x_x_Shopping_x&utm_content=apple-iphone-6s&cl=2323131323236323131303&bm=100&bmcl=4343935313236323131303&cp_name=RON&ag_name=HV_apple-iphone-6s_x_BIL_x&bk=Shopping_x	"Elektronik > Kommunikationsgeräte > Telefone > Mobiltelefone"	Vodafone	0888462064392	http://preis24.de/images/static/image_front/2337/iphone6s_silv_01.jpg	"lieferbar in 3 Tagen"	0	"Das Apple iPhone 6s in silber hat ein 4.7 Zoll Display und sein Akku bietet 14 Stunden Gesprächszeit. Der interne Speicher ist mit 64 GB ausgestattet. Das Apple iPhone 6s mit Vodafone-Vertrag Vodafone Smart XL kostet 49,99€ monatlich und hat eine 99,00€ Zuzahlung für das Handy. Der Vodafone-Tarif Vodafone Smart XL-Tarif bietet eine Flat in alle deutschen Handynetze, eine Festnetz-Flat, unbegrenztes Internetvolumen und eine SMS-Flat. Die mobile Surfgeschwindigkeit beträgt 21,60 Mbit/s bis zum Erreichen der Drosselungsgrenze von 2.000,00 MB, anschließend GPRS-Geschwindigkeit."	0	"4.7 Zoll"	silber	"64GB, silber, LTE, SIM- und Netlock-frei, 4.7 Zoll, MVLZ 24 Monate"	
1906_2338	"Apple iPhone 6s mit Vodafone Smart XL"	99	49.99	"MVLZ 24 Monate"	http://t23.intelliad.de/index.php?redirect=http%3A%2F%2Fpreis24.de%2Fapple-iphone-6s-mit-allnet-flatrate%2F%3Ftdid%3D10536&tr=CON_RON_BIL_HV_apple-iphone-6s_x_x_Shopping_x&utm_source=RON&utm_medium=CON&utm_campaign=CON_RON_BIL_HV_apple-iphone-6s_x_x_Shopping_x&utm_content=apple-iphone-6s&cl=2323131323236323131303&bm=100&bmcl=4343935313236323131303&cp_name=RON&ag_name=HV_apple-iphone-6s_x_BIL_x&bk=Shopping_x	"Elektronik > Kommunikationsgeräte > Telefone > Mobiltelefone"	Vodafone	0888462064101	http://preis24.de/images/static/image_front/2338/iphone6s_sw_01.jpg	"lieferbar in 3 Tagen"	0	"Das Apple iPhone 6s in spacegrau hat ein 4.7 Zoll Display und sein Akku bietet 14 Stunden Gesprächszeit. Der interne Speicher ist mit 64 GB ausgestattet. Das Apple iPhone 6s mit Vodafone-Vertrag Vodafone Smart XL kostet 49,99€ monatlich und hat eine 99,00€ Zuzahlung für das Handy. Der Vodafone-Tarif Vodafone Smart XL-Tarif bietet eine Flat in alle deutschen Handynetze, eine Festnetz-Flat, unbegrenztes Internetvolumen und eine SMS-Flat. Die mobile Surfgeschwindigkeit beträgt 21,60 Mbit/s bis zum Erreichen der Drosselungsgrenze von 2.000,00 MB, anschließend GPRS-Geschwindigkeit."	0	"4.7 Zoll"	spacegrau	"64GB, spacegrau, LTE, SIM- und Netlock-frei, 4.7 Zoll, MVLZ 24 Monate"	
1437_2369	"Samsung Galaxy S5 Neo mit simfinity Flat"	1	24.9	"MVLZ 24 Monate"	http://t23.intelliad.de/index.php?redirect=http%3A%2F%2Fpreis24.de%2Fsamsung-galaxy-s5-neo-mit-allnet-flatrate%2F%3Ftdid%3D11118&tr=CON_RON_BIL_HV_samsung-galaxy-s5-neo_x_x_Shopping_x&utm_source=RON&utm_medium=CON&utm_campaign=CON_RON_BIL_HV_samsung-galaxy-s5-neo_x_x_Shopping_x&utm_content=samsung-galaxy-s5-neo&cl=2323131323236323131303&bm=100&bmcl=4343935313236323131303&cp_name=RON&ag_name=HV_samsung-galaxy-s5-neo_x_BIL_x&bk=Shopping_x	"Elektronik > Kommunikationsgeräte > Telefone > Mobiltelefone"	simfinity	8806088055138	http://preis24.de/images/static/image_front/2369/_thumb_18444.png	"sofort lieferbar"	0	"Das Samsung Galaxy S5 Neo in gold hat ein 5.01 Zoll Display und sein Akku bietet  Stunden Gesprächszeit. Der interne Speicher ist mit 16 GB ausgestattet. Das Samsung Galaxy S5 Neo mit simfinity-Vertrag simfinity Flat kostet 24,90€ monatlich und hat eine 1,00€ Zuzahlung für das Handy. Der simfinity-Tarif simfinity Flat-Tarif bietet eine Flat in alle deutschen Handynetze, eine Festnetz-Flat, unbegrenztes Internetvolumen und eine SMS-Flat. Die mobile Surfgeschwindigkeit beträgt 21,60 Mbit/s bis zum Erreichen der Drosselungsgrenze von 1.000,00 MB, anschließend GPRS-Geschwindigkeit."	0	"5.0 Zoll"	gold	"16GB, gold, LTE, SIM- und Netlock-frei, 5.0 Zoll, MVLZ 24 Monate"	
2012_1859	"Sony Xperia Z3 mit Vodafone Smart L"	1	34.99	"MVLZ 24 Monate"	http://t23.intelliad.de/index.php?redirect=http%3A%2F%2Fpreis24.de%2Fsony-xperia-z3-mit-allnet-flatrate%2F%3Ftdid%3D9471&tr=CON_RON_BIL_HV_sony-xperia-z3_x_x_Shopping_x&utm_source=RON&utm_medium=CON&utm_campaign=CON_RON_BIL_HV_sony-xperia-z3_x_x_Shopping_x&utm_content=sony-xperia-z3&cl=2323131323236323131303&bm=100&bmcl=4343935313236323131303&cp_name=RON&ag_name=HV_sony-xperia-z3_x_BIL_x&bk=Shopping_x	"Elektronik > Kommunikationsgeräte > Telefone > Mobiltelefone"	Vodafone	7311271484141	http://preis24.de/images/static/image_front/1859/xperiaz3_ws_01.png	"lieferbar in 3 Tagen"	0	"Das Sony Xperia Z3 in weiss hat ein 5.2 Zoll Display und sein Akku bietet 19 Stunden Gesprächszeit. Der interne Speicher ist mit 16 GB ausgestattet. Das Sony Xperia Z3 mit Vodafone-Vertrag Vodafone Smart L  kostet 34,99€ monatlich und hat eine 1,00€ Zuzahlung für das Handy. Der Vodafone-Tarif Vodafone Smart L -Tarif bietet eine Flat in alle deutschen Handynetze, eine Festnetz-Flat, unbegrenztes Internetvolumen und eine SMS-Flat. Die mobile Surfgeschwindigkeit beträgt 21,60 Mbit/s bis zum Erreichen der Drosselungsgrenze von 500,00 MB, anschließend GPRS-Geschwindigkeit."	44.99	"5.2 Zoll"	weiss	"16GB, weiss, LTE, SIM- und Netlock-frei, 5.2 Zoll, MVLZ 24 Monate"	
1359_2135	"HTC One M9 mit BASE all-in plus"	1	40	"MVLZ 24 Monate"	http://t23.intelliad.de/index.php?redirect=http%3A%2F%2Fpreis24.de%2Fhtc-one-mit-allnet-flatrate%2F%3Ftdid%3D9907&tr=CON_RON_BIL_HV_htc-one-m9_x_x_Shopping_x&utm_source=RON&utm_medium=CON&utm_campaign=CON_RON_BIL_HV_htc-one-m9_x_x_Shopping_x&utm_content=htc-one-m9&cl=2323131323236323131303&bm=100&bmcl=4343935313236323131303&cp_name=RON&ag_name=HV_htc-one-m9_x_BIL_x&bk=Shopping_x	"Elektronik > Kommunikationsgeräte > Telefone > Mobiltelefone"	BASE	4718487671557	http://preis24.de/images/static/image_front/2135/htc-one_m9_silgd_01.png	"lieferbar in 2 Wochen"	0	"Das HTC One M9 in silber-gold hat ein 5 Zoll Display und sein Akku bietet 25 Stunden Gesprächszeit. Der interne Speicher ist mit 32 GB ausgestattet. Das HTC One M9 mit BASE (E-Plus)-Vertrag BASE all-in plus kostet 40,00€ monatlich und hat eine 1,00€ Zuzahlung für das Handy. Der BASE (E-Plus)-Tarif BASE all-in plus-Tarif bietet eine Flat in alle deutschen Handynetze, eine Festnetz-Flat, unbegrenztes Internetvolumen und eine SMS-Flat. Die mobile Surfgeschwindigkeit beträgt 21,60 Mbit/s bis zum Erreichen der Drosselungsgrenze von 2.000,00 MB, anschließend GPRS-Geschwindigkeit."	0	"5.0 Zoll"	silber-gold	"32GB, silber-gold, LTE, SIM- und Netlock-frei, 5.0 Zoll, MVLZ 24 Monate"	
1960_2335	"Apple iPhone 6s mit simfinity Flat L"	1	49.9	"MVLZ 24 Monate"	http://t23.intelliad.de/index.php?redirect=http%3A%2F%2Fpreis24.de%2Fapple-iphone-6s-mit-allnet-flatrate%2F%3Ftdid%3D10926&tr=CON_RON_BIL_HV_apple-iphone-6s_x_x_Shopping_x&utm_source=RON&utm_medium=CON&utm_campaign=CON_RON_BIL_HV_apple-iphone-6s_x_x_Shopping_x&utm_content=apple-iphone-6s&cl=2323131323236323131303&bm=100&bmcl=4343935313236323131303&cp_name=RON&ag_name=HV_apple-iphone-6s_x_BIL_x&bk=Shopping_x	"Elektronik > Kommunikationsgeräte > Telefone > Mobiltelefone"	simfinity	0888462062947	http://preis24.de/images/static/image_front/2335/iphone6s_gd_01.jpg	"lieferbar in 4 Tagen"	0	"Das Apple iPhone 6s in gold hat ein 4.7 Zoll Display und sein Akku bietet 14 Stunden Gesprächszeit. Der interne Speicher ist mit 16 GB ausgestattet. Das Apple iPhone 6s mit simfinity-Vertrag simfinity Flat L kostet 49,90€ monatlich und hat eine 1,00€ Zuzahlung für das Handy. Der simfinity-Tarif simfinity Flat L-Tarif bietet eine Flat in alle deutschen Handynetze, eine Festnetz-Flat, unbegrenztes Internetvolumen und eine SMS-Flat. Die mobile Surfgeschwindigkeit beträgt 21,60 Mbit/s bis zum Erreichen der Drosselungsgrenze von 2.000,00 MB, anschließend GPRS-Geschwindigkeit."	0	"4.7 Zoll"	gold	"16GB, gold, LTE, SIM- und Netlock-frei, 4.7 Zoll, MVLZ 24 Monate"	
1960_2336	"Apple iPhone 6s mit simfinity Flat L"	1	49.9	"MVLZ 24 Monate"	http://t23.intelliad.de/index.php?redirect=http%3A%2F%2Fpreis24.de%2Fapple-iphone-6s-mit-allnet-flatrate%2F%3Ftdid%3D10927&tr=CON_RON_BIL_HV_apple-iphone-6s_x_x_Shopping_x&utm_source=RON&utm_medium=CON&utm_campaign=CON_RON_BIL_HV_apple-iphone-6s_x_x_Shopping_x&utm_content=apple-iphone-6s&cl=2323131323236323131303&bm=100&bmcl=4343935313236323131303&cp_name=RON&ag_name=HV_apple-iphone-6s_x_BIL_x&bk=Shopping_x	"Elektronik > Kommunikationsgeräte > Telefone > Mobiltelefone"	simfinity	0888462062947	http://preis24.de/images/static/image_front/2336/iphone6s_rose_01.jpg	"lieferbar in 4 Tagen"	0	"Das Apple iPhone 6s in roségold hat ein 4.7 Zoll Display und sein Akku bietet 14 Stunden Gesprächszeit. Der interne Speicher ist mit 16 GB ausgestattet. Das Apple iPhone 6s mit simfinity-Vertrag simfinity Flat L kostet 49,90€ monatlich und hat eine 1,00€ Zuzahlung für das Handy. Der simfinity-Tarif simfinity Flat L-Tarif bietet eine Flat in alle deutschen Handynetze, eine Festnetz-Flat, unbegrenztes Internetvolumen und eine SMS-Flat. Die mobile Surfgeschwindigkeit beträgt 21,60 Mbit/s bis zum Erreichen der Drosselungsgrenze von 2.000,00 MB, anschließend GPRS-Geschwindigkeit."	0	"4.7 Zoll"	roségold	"16GB, roségold, LTE, SIM- und Netlock-frei, 4.7 Zoll, MVLZ 24 Monate"	
1960_2333	"Apple iPhone 6s mit simfinity Flat L"	1	49.9	"MVLZ 24 Monate"	http://t23.intelliad.de/index.php?redirect=http%3A%2F%2Fpreis24.de%2Fapple-iphone-6s-mit-allnet-flatrate%2F%3Ftdid%3D10925&tr=CON_RON_BIL_HV_apple-iphone-6s_x_x_Shopping_x&utm_source=RON&utm_medium=CON&utm_campaign=CON_RON_BIL_HV_apple-iphone-6s_x_x_Shopping_x&utm_content=apple-iphone-6s&cl=2323131323236323131303&bm=100&bmcl=4343935313236323131303&cp_name=RON&ag_name=HV_apple-iphone-6s_x_BIL_x&bk=Shopping_x	"Elektronik > Kommunikationsgeräte > Telefone > Mobiltelefone"	simfinity	0888462062657	http://preis24.de/images/static/image_front/2333/iphone6s_silv_01.jpg	"lieferbar in 4 Tagen"	0	"Das Apple iPhone 6s in silber hat ein 4.7 Zoll Display und sein Akku bietet 14 Stunden Gesprächszeit. Der interne Speicher ist mit 16 GB ausgestattet. Das Apple iPhone 6s mit simfinity-Vertrag simfinity Flat L kostet 49,90€ monatlich und hat eine 1,00€ Zuzahlung für das Handy. Der simfinity-Tarif simfinity Flat L-Tarif bietet eine Flat in alle deutschen Handynetze, eine Festnetz-Flat, unbegrenztes Internetvolumen und eine SMS-Flat. Die mobile Surfgeschwindigkeit beträgt 21,60 Mbit/s bis zum Erreichen der Drosselungsgrenze von 2.000,00 MB, anschließend GPRS-Geschwindigkeit."	0	"4.7 Zoll"	silber	"16GB, silber, LTE, SIM- und Netlock-frei, 4.7 Zoll, MVLZ 24 Monate"	
2121_2385	"Sony Xperia Z5 mit BASE all-in plus XXL"	1	55	"MVLZ 24 Monate"	http://t23.intelliad.de/index.php?redirect=http%3A%2F%2Fpreis24.de%2Fsony-xperia-z5-mit-allnet-flatrate%2F%3Ftdid%3D10592&tr=CON_RON_BIL_HV_sony-xperia-z5_x_x_Shopping_x&utm_source=RON&utm_medium=CON&utm_campaign=CON_RON_BIL_HV_sony-xperia-z5_x_x_Shopping_x&utm_content=sony-xperia-z5&cl=2323131323236323131303&bm=100&bmcl=4343935313236323131303&cp_name=RON&ag_name=HV_sony-xperia-z5_x_BIL_x&bk=Shopping_x	"Elektronik > Kommunikationsgeräte > Telefone > Mobiltelefone"	BASE	7311271540137	http://preis24.de/images/static/image_front/2385/xperiaz5_ws_01.jpg	"lieferbar in 3 Tagen"	0	"Das Sony Xperia Z5 in weiss hat ein 5.2 Zoll Display und sein Akku bietet 17 Stunden Gesprächszeit. Der interne Speicher ist mit 32 GB ausgestattet. Das Sony Xperia Z5 mit BASE (E-Plus)-Vertrag BASE all-in plus XXL kostet 55,00€ monatlich und hat eine 1,00€ Zuzahlung für das Handy. Der BASE (E-Plus)-Tarif BASE all-in plus XXL-Tarif bietet eine Flat in alle deutschen Handynetze, eine Festnetz-Flat, unbegrenztes Internetvolumen und eine SMS-Flat. Die mobile Surfgeschwindigkeit beträgt 21,60 Mbit/s bis zum Erreichen der Drosselungsgrenze von 5.000,00 MB, anschließend GPRS-Geschwindigkeit."	0	"5.2 Zoll"	weiss	"32GB, weiss, LTE, SIM- und Netlock-frei, 5.2 Zoll, MVLZ 24 Monate"	
1825_2135	"HTC One M9 mit MagentaMobil S "	29	39.95	"MVLZ 24 Monate"	http://t23.intelliad.de/index.php?redirect=http%3A%2F%2Fpreis24.de%2Fhtc-one-mit-allnet-flatrate%2F%3Ftdid%3D10689&tr=CON_RON_BIL_HV_htc-one-m9_x_x_Shopping_x&utm_source=RON&utm_medium=CON&utm_campaign=CON_RON_BIL_HV_htc-one-m9_x_x_Shopping_x&utm_content=htc-one-m9&cl=2323131323236323131303&bm=100&bmcl=4343935313236323131303&cp_name=RON&ag_name=HV_htc-one-m9_x_BIL_x&bk=Shopping_x	"Elektronik > Kommunikationsgeräte > Telefone > Mobiltelefone"	Telekom	4718487671557	http://preis24.de/images/static/image_front/2135/htc-one_m9_silgd_01.png	"lieferbar in 2 Wochen"	0	"Das HTC One M9 in silber-gold hat ein 5 Zoll Display und sein Akku bietet 25 Stunden Gesprächszeit. Der interne Speicher ist mit 32 GB ausgestattet. Das HTC One M9 mit Telekom-Vertrag MagentaMobil S mit Handy kostet 39,95€ monatlich und hat eine 29,00€ Zuzahlung für das Handy. Der Telekom-Tarif MagentaMobil S mit Handy-Tarif bietet eine Flat in alle deutschen Handynetze, eine Festnetz-Flat, unbegrenztes Internetvolumen und eine SMS-Flat. Die mobile Surfgeschwindigkeit beträgt 150,00 Mbit/s bis zum Erreichen der Drosselungsgrenze von 500,00 MB, anschließend GPRS-Geschwindigkeit."	0	"5.0 Zoll"	silber-gold	"32GB, silber-gold, LTE, SIM- und Netlock-frei, 5.0 Zoll, MVLZ 24 Monate"	
1567_1794	"Samsung Galaxy S5 mini mit otelo Allnet-Flat L"	1	24.99	"MVLZ 24 Monate"	http://t23.intelliad.de/index.php?redirect=http%3A%2F%2Fpreis24.de%2Fsamsung-galaxy-s5-mini-mit-allnet-flatrate%2F%3Ftdid%3D7898&tr=CON_RON_BIL_HV_samsung-galaxy-s5-mini_x_x_Shopping_x&utm_source=RON&utm_medium=CON&utm_campaign=CON_RON_BIL_HV_samsung-galaxy-s5-mini_x_x_Shopping_x&utm_content=samsung-galaxy-s5-mini&cl=2323131323236323131303&bm=100&bmcl=4343935313236323131303&cp_name=RON&ag_name=HV_samsung-galaxy-s5-mini_x_BIL_x&bk=Shopping_x	"Elektronik > Kommunikationsgeräte > Telefone > Mobiltelefone"	otelo	8806086268370	http://preis24.de/images/static/image_front/1794/s5-mini_ws_01.png	"lieferbar in 3 Tagen"	0	"Das Samsung Galaxy S5 mini in weiss hat ein 4.5 Zoll Display und sein Akku bietet  Stunden Gesprächszeit. Der interne Speicher ist mit 16 GB ausgestattet. Das Samsung Galaxy S5 mini mit otelo-Vertrag otelo Allnet-Flat L kostet 24,99€ monatlich und hat eine 1,00€ Zuzahlung für das Handy. Der otelo-Tarif otelo Allnet-Flat L-Tarif bietet eine Flat in alle deutschen Handynetze, eine Festnetz-Flat, unbegrenztes Internetvolumen und eine SMS-Flat. Die mobile Surfgeschwindigkeit beträgt 21,60 Mbit/s bis zum Erreichen der Drosselungsgrenze von 750,00 MB, anschließend GPRS-Geschwindigkeit."	0	"4.5 Zoll"	weiss	"16GB, weiss, SIM- und Netlock-frei, 4.5 Zoll, MVLZ 24 Monate"	
1311_1504	"Apple iPhone 5s mit o2 Blue All-in M "	1	34.99	"MVLZ 24 Monate"	http://t23.intelliad.de/index.php?redirect=http%3A%2F%2Fpreis24.de%2Fapple-iphone-5s-mit-allnet-flatrate%2F%3Ftdid%3D6516&tr=CON_RON_BIL_HV_apple-iphone-5s_x_x_Shopping_x&utm_source=RON&utm_medium=CON&utm_campaign=CON_RON_BIL_HV_apple-iphone-5s_x_x_Shopping_x&utm_content=apple-iphone-5s&cl=2323131323236323131303&bm=100&bmcl=4343935313236323131303&cp_name=RON&ag_name=HV_apple-iphone-5s_x_BIL_x&bk=Shopping_x	"Elektronik > Kommunikationsgeräte > Telefone > Mobiltelefone"	o2	0885909784653	http://preis24.de/images/static/image_front/1504/iphone5s_ws_01.png	"sofort lieferbar"	4.99	"Das Apple iPhone 5s in silber hat ein 4 Zoll Display und sein Akku bietet 10 Stunden Gesprächszeit. Der interne Speicher ist mit 16 GB ausgestattet. Das Apple iPhone 5s mit o2-Vertrag o2 Blue All-in M inkl. Smartphone kostet 34,99€ monatlich und hat eine 1,00€ Zuzahlung für das Handy. Der o2-Tarif o2 Blue All-in M inkl. Smartphone-Tarif bietet eine Flat in alle deutschen Handynetze, eine Festnetz-Flat, unbegrenztes Internetvolumen und eine SMS-Flat. Die mobile Surfgeschwindigkeit beträgt 21,10 Mbit/s bis zum Erreichen der Drosselungsgrenze von 1.000,00 MB, anschließend GPRS-Geschwindigkeit."	51.99	"4.0 Zoll"	silber	"16GB, silber, LTE, SIM- und Netlock-frei, 4.0 Zoll, MVLZ 24 Monate"	
1437_2002	"Samsung Galaxy A3 mit simfinity Flat"	1	24.9	"MVLZ 24 Monate"	http://t23.intelliad.de/index.php?redirect=http%3A%2F%2Fpreis24.de%2Fsamsung-galaxy-a3-mit-allnet-flatrate%2F%3Ftdid%3D11124&tr=CON_RON_BIL_HV_samsung-galaxy-a3_x_x_Shopping_x&utm_source=RON&utm_medium=CON&utm_campaign=CON_RON_BIL_HV_samsung-galaxy-a3_x_x_Shopping_x&utm_content=samsung-galaxy-a3&cl=2323131323236323131303&bm=100&bmcl=4343935313236323131303&cp_name=RON&ag_name=HV_samsung-galaxy-a3_x_BIL_x&bk=Shopping_x	"Elektronik > Kommunikationsgeräte > Telefone > Mobiltelefone"	simfinity	8806086509794	http://preis24.de/images/static/image_front/2002/galaxya3_weiss_01.png	"lieferbar in 3 Tagen"	0	"Das Samsung Galaxy A3 in weiss hat ein 4.52 Zoll Display und sein Akku bietet 13 Stunden Gesprächszeit. Der interne Speicher ist mit 16 GB ausgestattet. Das Samsung Galaxy A3 mit simfinity-Vertrag simfinity Flat kostet 24,90€ monatlich und hat eine 1,00€ Zuzahlung für das Handy. Der simfinity-Tarif simfinity Flat-Tarif bietet eine Flat in alle deutschen Handynetze, eine Festnetz-Flat, unbegrenztes Internetvolumen und eine SMS-Flat. Die mobile Surfgeschwindigkeit beträgt 21,60 Mbit/s bis zum Erreichen der Drosselungsgrenze von 1.000,00 MB, anschließend GPRS-Geschwindigkeit."	0	"4.5 Zoll"	weiss	"16GB, weiss, LTE, SIM- und Netlock-frei, 4.5 Zoll, MVLZ 24 Monate"	
2457_1866	"Apple iPhone 6 mit o2 Blue All-in M "	1	44.99	"MVLZ 24 Monate"	http://t23.intelliad.de/index.php?redirect=http%3A%2F%2Fpreis24.de%2Fapple-iphone-6-mit-allnet-flatrate%2F%3Ftdid%3D11092&tr=CON_RON_BIL_HV_apple-iphone-6_x_x_Shopping_x&utm_source=RON&utm_medium=CON&utm_campaign=CON_RON_BIL_HV_apple-iphone-6_x_x_Shopping_x&utm_content=apple-iphone-6&cl=2323131323236323131303&bm=100&bmcl=4343935313236323131303&cp_name=RON&ag_name=HV_apple-iphone-6_x_BIL_x&bk=Shopping_x	"Elektronik > Kommunikationsgeräte > Telefone > Mobiltelefone"	o2	0888462062657	http://preis24.de/images/static/image_front/1866/iphone6_ws_01.png	"sofort lieferbar"	4.99	"Das Apple iPhone 6 in silber hat ein 4.7 Zoll Display und sein Akku bietet 14 Stunden Gesprächszeit. Der interne Speicher ist mit 16 GB ausgestattet. Das Apple iPhone 6 mit o2-Vertrag o2 Blue All-in M inkl. Smartphone kostet 44,99€ monatlich und hat eine 1,00€ Zuzahlung für das Handy. Der o2-Tarif o2 Blue All-in M inkl. Smartphone-Tarif bietet eine Flat in alle deutschen Handynetze, eine Festnetz-Flat, unbegrenztes Internetvolumen und eine SMS-Flat. Die mobile Surfgeschwindigkeit beträgt 21,10 Mbit/s bis zum Erreichen der Drosselungsgrenze von 1.000,00 MB, anschließend GPRS-Geschwindigkeit."	56.99	"4.7 Zoll"	silber	"16GB, silber, LTE, SIM- und Netlock-frei, 4.7 Zoll, MVLZ 24 Monate"	
